0.000000000000000000e+00,0.000000000000000000e+00,1.115271449089050293e-02,3.528802189975976944e-04
0.000000000000000000e+00,5.263158082962036133e-01,-4.171714186668395996e-03,5.404241085052490234e-01
0.000000000000000000e+00,1.052631616592407227e+00,-7.227063179016113281e-04,1.059051036834716797e+00
0.000000000000000000e+00,1.578947424888610840e+00,-5.782067775726318359e-03,1.573526978492736816e+00
0.000000000000000000e+00,2.105263233184814453e+00,-1.054222881793975830e-02,2.092017412185668945e+00
0.000000000000000000e+00,2.631578922271728516e+00,-4.310995340347290039e-03,2.621014595031738281e+00
0.000000000000000000e+00,3.157894849777221680e+00,9.688884019851684570e-03,3.159286975860595703e+00
0.000000000000000000e+00,3.684210777282714844e+00,1.997524499893188477e-02,3.696376085281372070e+00
0.000000000000000000e+00,4.210526466369628906e+00,1.628771424293518066e-02,4.222541809082031250e+00
0.000000000000000000e+00,4.736842155456542969e+00,2.698898315429687500e-04,4.739331245422363281e+00
0.000000000000000000e+00,5.263157844543457031e+00,-1.494213938713073730e-02,5.257611751556396484e+00
0.000000000000000000e+00,5.789474010467529297e+00,-1.776540279388427734e-02,5.784008026123046875e+00
0.000000000000000000e+00,6.315789699554443359e+00,-9.961724281311035156e-03,6.313725948333740234e+00
0.000000000000000000e+00,6.842105388641357422e+00,-1.336976885795593262e-03,6.841688156127929688e+00
0.000000000000000000e+00,7.368421554565429688e+00,3.770828247070312500e-03,7.369452476501464844e+00
0.000000000000000000e+00,7.894737243652343750e+00,6.014421582221984863e-03,7.896641254425048828e+00
0.000000000000000000e+00,8.421052932739257812e+00,7.433339953422546387e-03,8.420123100280761719e+00
0.000000000000000000e+00,8.947368621826171875e+00,8.735969662666320801e-03,8.938826560974121094e+00
0.000000000000000000e+00,9.473684310913085938e+00,2.594560384750366211e-03,9.462182998657226562e+00
0.000000000000000000e+00,1.000000000000000000e+01,-1.544551551342010498e-02,1.001064205169677734e+01
5.263158082962036133e-01,0.000000000000000000e+00,1.334187388420104980e-02,-3.582224249839782715e-01
5.263158082962036133e-01,5.263158082962036133e-01,6.772160530090332031e-03,1.992700248956680298e-01
5.263158082962036133e-01,1.052631616592407227e+00,1.351356506347656250e-03,7.194814682006835938e-01
5.263158082962036133e-01,1.578947424888610840e+00,-1.195296645164489746e-03,1.234369874000549316e+00
5.263158082962036133e-01,2.105263233184814453e+00,-1.168133318424224854e-02,1.749438166618347168e+00
5.263158082962036133e-01,2.631578922271728516e+00,-1.245984435081481934e-02,2.275811433792114258e+00
5.263158082962036133e-01,3.157894849777221680e+00,-4.744529724121093750e-05,2.819441556930541992e+00
5.263158082962036133e-01,3.684210777282714844e+00,1.696199178695678711e-02,3.373692035675048828e+00
5.263158082962036133e-01,4.210526466369628906e+00,2.381765842437744141e-02,3.923644542694091797e+00
5.263158082962036133e-01,4.736842155456542969e+00,1.504266262054443359e-02,4.462258815765380859e+00
5.263158082962036133e-01,5.263157844543457031e+00,1.797616481781005859e-03,4.998049259185791016e+00
5.263158082962036133e-01,5.789474010467529297e+00,-2.474412322044372559e-03,5.540540218353271484e+00
5.263158082962036133e-01,6.315789699554443359e+00,1.388460397720336914e-03,6.087221622467041016e+00
5.263158082962036133e-01,6.842105388641357422e+00,2.869963645935058594e-03,6.631465911865234375e+00
5.263158082962036133e-01,7.368421554565429688e+00,-4.633709788322448730e-03,7.168214797973632812e+00
5.263158082962036133e-01,7.894737243652343750e+00,-2.057830989360809326e-02,7.691312789916992188e+00
5.263158082962036133e-01,8.421052932739257812e+00,-3.283767402172088623e-02,8.201574325561523438e+00
5.263158082962036133e-01,8.947368621826171875e+00,-2.990986406803131104e-02,8.707331657409667969e+00
5.263158082962036133e-01,9.473684310913085938e+00,-2.207487821578979492e-02,9.217941284179687500e+00
5.263158082962036133e-01,1.000000000000000000e+01,-2.385780215263366699e-02,9.752945899963378906e+00
1.052631616592407227e+00,0.000000000000000000e+00,2.734103798866271973e-02,-7.095234990119934082e-01
1.052631616592407227e+00,5.263158082962036133e-01,1.807212829589843750e-02,-1.468774080276489258e-01
1.052631616592407227e+00,1.052631616592407227e+00,8.926495909690856934e-03,3.817975819110870361e-01
1.052631616592407227e+00,1.578947424888610840e+00,4.200711846351623535e-03,9.000611305236816406e-01
1.052631616592407227e+00,2.105263233184814453e+00,-9.494677186012268066e-03,1.412885665893554688e+00
1.052631616592407227e+00,2.631578922271728516e+00,-1.824049651622772217e-02,1.935706615447998047e+00
1.052631616592407227e+00,3.157894849777221680e+00,-1.135781407356262207e-02,2.480226755142211914e+00
1.052631616592407227e+00,3.684210777282714844e+00,8.365944027900695801e-03,3.047062397003173828e+00
