0.000000000000000000e+00,0.000000000000000000e+00,-5.811452865600585938e-06,-5.736947059631347656e-07
0.000000000000000000e+00,5.263158082962036133e-01,1.256631135940551758e+00,2.318576812744140625e+00
0.000000000000000000e+00,1.052631616592407227e+00,1.354997634887695312e+00,2.525937557220458984e+00
0.000000000000000000e+00,1.578947424888610840e+00,1.402688503265380859e+00,2.650859832763671875e+00
0.000000000000000000e+00,2.105263233184814453e+00,1.455168485641479492e+00,2.768179416656494141e+00
0.000000000000000000e+00,2.631578922271728516e+00,1.506681442260742188e+00,2.870447158813476562e+00
0.000000000000000000e+00,3.157894849777221680e+00,1.554148435592651367e+00,2.957018852233886719e+00
0.000000000000000000e+00,3.684210777282714844e+00,1.596963405609130859e+00,3.029855728149414062e+00
0.000000000000000000e+00,4.210526466369628906e+00,1.635332107543945312e+00,3.091258287429809570e+00
0.000000000000000000e+00,4.736842155456542969e+00,1.669670343399047852e+00,3.143304109573364258e+00
0.000000000000000000e+00,5.263157844543457031e+00,1.700421929359436035e+00,3.187734603881835938e+00
0.000000000000000000e+00,5.789474010467529297e+00,1.728003025054931641e+00,3.225971698760986328e+00
0.000000000000000000e+00,6.315789699554443359e+00,1.752789020538330078e+00,3.259153127670288086e+00
0.000000000000000000e+00,6.842105388641357422e+00,1.775108337402343750e+00,3.288192272186279297e+00
0.000000000000000000e+00,7.368421554565429688e+00,1.795244812965393066e+00,3.313810110092163086e+00
0.000000000000000000e+00,7.894737243652343750e+00,1.813444256782531738e+00,3.336581707000732422e+00
0.000000000000000000e+00,8.421052932739257812e+00,1.829916596412658691e+00,3.356962442398071289e+00
0.000000000000000000e+00,8.947368621826171875e+00,1.844844698905944824e+00,3.375317335128784180e+00
0.000000000000000000e+00,9.473684310913085938e+00,1.858385324478149414e+00,3.391942501068115234e+00
0.000000000000000000e+00,1.000000000000000000e+01,1.870676159858703613e+00,3.407072305679321289e+00
5.263158082962036133e-01,0.000000000000000000e+00,-9.601809978485107422e-01,-1.947340369224548340e+00
5.263158082962036133e-01,5.263158082962036133e-01,1.066375494003295898e+00,1.903936266899108887e+00
5.263158082962036133e-01,1.052631616592407227e+00,1.264678359031677246e+00,2.277677536010742188e+00
5.263158082962036133e-01,1.578947424888610840e+00,1.317559480667114258e+00,2.421321392059326172e+00
5.263158082962036133e-01,2.105263233184814453e+00,1.368174433708190918e+00,2.555317878723144531e+00
5.263158082962036133e-01,2.631578922271728516e+00,1.421125292778015137e+00,2.676166772842407227e+00
5.263158082962036133e-01,3.157894849777221680e+00,1.471898436546325684e+00,2.779277086257934570e+00
5.263158082962036133e-01,3.684210777282714844e+00,1.518754959106445312e+00,2.866288661956787109e+00
5.263158082962036133e-01,4.210526466369628906e+00,1.561305761337280273e+00,2.939982175827026367e+00
5.263158082962036133e-01,4.736842155456542969e+00,1.599706888198852539e+00,3.002858161926269531e+00
5.263158082962036133e-01,5.263157844543457031e+00,1.634312152862548828e+00,3.056948661804199219e+00
5.263158082962036133e-01,5.789474010467529297e+00,1.665527462959289551e+00,3.103868246078491211e+00
5.263158082962036133e-01,6.315789699554443359e+00,1.693747758865356445e+00,3.144910097122192383e+00
5.263158082962036133e-01,6.842105388641357422e+00,1.719332695007324219e+00,3.181098937988281250e+00
5.263158082962036133e-01,7.368421554565429688e+00,1.742596507072448730e+00,3.213254451751708984e+00
5.263158082962036133e-01,7.894737243652343750e+00,1.763808012008666992e+00,3.242031574249267578e+00
5.263158082962036133e-01,8.421052932739257812e+00,1.783196926116943359e+00,3.267949819564819336e+00
5.263158082962036133e-01,8.947368621826171875e+00,1.800956010818481445e+00,3.291425943374633789e+00
5.263158082962036133e-01,9.473684310913085938e+00,1.817248582839965820e+00,3.312791585922241211e+00
5.263158082962036133e-01,1.000000000000000000e+01,1.832213282585144043e+00,3.332321405410766602e+00
1.052631616592407227e+00,0.000000000000000000e+00,-1.075163245201110840e+00,-2.163264989852905273e+00
1.052631616592407227e+00,5.263158082962036133e-01,1.361023448407649994e-02,-1.067565977573394775e-01
1.052631616592407227e+00,1.052631616592407227e+00,1.142466068267822266e+00,2.032105684280395508e+00
1.052631616592407227e+00,1.578947424888610840e+00,1.235063910484313965e+00,2.234427213668823242e+00
1.052631616592407227e+00,2.105263233184814453e+00,1.284627437591552734e+00,2.373493909835815430e+00
1.052631616592407227e+00,2.631578922271728516e+00,1.339079618453979492e+00,2.504870414733886719e+00
1.052631616592407227e+00,3.157894849777221680e+00,1.393042802810668945e+00,2.619340896606445312e+00
1.052631616592407227e+00,3.684210777282714844e+00,1.443668484687805176e+00,2.716931581497192383e+00
1.052631616592407227e+00,4.210526466369628906e+00,1.490054607391357422e+00,2.800225257873535156e+00
1.052631616592407227e+00,4.736842155456542969e+00,1.532134652137756348e+00,2.871784687042236328e+00
1.052631616592407227e+00,5.263157844543457031e+00,1.570179224014282227e+00,2.933710336685180664e+00
1.052631616592407227e+00,5.789474010467529297e+00,1.604576110839843750e+00,2.987676620483398438e+00
1.052631616592407227e+00,6.315789699554443359e+00,1.635735869407653809e+00,3.035037517547607422e+00
1.052631616592407227e+00,6.842105388641357422e+00,1.664046287536621094e+00,3.076893806457519531e+00
1.052631616592407227e+00,7.368421554565429688e+00,1.689858198165893555e+00,3.114146471023559570e+00
